"";"Accuracy";"Kappa";"AccuracyLower";"AccuracyUpper";"AccuracyNull";"AccuracyPValue";"McnemarPValue";"Sensitivity";"Specificity";"Pos Pred Value";"Neg Pred Value";"Precision";"Recall";"F1";"Prevalence";"Detection Rate";"Detection Prevalence";"Balanced Accuracy"
"cforest";0,791666666666667;0,516129032258065;0,578487156362747;0,928681382801945;0,666666666666667;0,138253504128902;1;0,625;0,875;0,714285714285714;0,823529411764706;0,714285714285714;0,625;0,666666666666667;0,333333333333333;0,208333333333333;0,291666666666667;0,75
"ctree";0,833333333333333;0,571428571428572;0,626158286511317;0,952646373392743;0,666666666666667;0,0593512142704935;0,133614402537715;0,5;1;1;0,8;1;0,5;0,666666666666667;0,333333333333333;0,166666666666667;0,166666666666667;0,75
"rf";0,833333333333333;0,571428571428572;0,626158286511317;0,952646373392743;0,666666666666667;0,0593512142704935;0,133614402537715;0,5;1;1;0,8;1;0,5;0,666666666666667;0,333333333333333;0,166666666666667;0,166666666666667;0,75
"AdaBag";0,833333333333333;0,571428571428572;0,626158286511317;0,952646373392743;0,666666666666667;0,0593512142704935;0,133614402537715;0,5;1;1;0,8;1;0,5;0,666666666666667;0,333333333333333;0,166666666666667;0,166666666666667;0,75
"treebag";0,791666666666667;0,482758620689655;0,578487156362747;0,928681382801945;0,666666666666667;0,138253504128902;0,371093369522698;0,5;0,9375;0,8;0,789473684210526;0,8;0,5;0,615384615384615;0,333333333333333;0,166666666666667;0,208333333333333;0,71875
"bagFDA";0,875;0,689655172413793;0,676388641811167;0,973440685013751;0,666666666666667;0,0199000693412889;0,248213078989924;0,625;1;1;0,842105263157895;1;0,625;0,769230769230769;0,333333333333333;0,208333333333333;0,208333333333333;0,8125
"gamboost";0,833333333333333;0,6;0,626158286511317;0,952646373392743;0,666666666666667;0,0593512142704935;0,617075077451974;0,625;0,9375;0,833333333333333;0,833333333333333;0,833333333333333;0,625;0,714285714285714;0,333333333333333;0,208333333333333;0,25;0,78125
"bstSm";0,791666666666667;0,482758620689655;0,578487156362747;0,928681382801945;0,666666666666667;0,138253504128902;0,371093369522698;0,5;0,9375;0,8;0,789473684210526;0,8;0,5;0,615384615384615;0,333333333333333;0,166666666666667;0,208333333333333;0,71875
"bstTree";0,833333333333333;0,571428571428572;0,626158286511317;0,952646373392743;0,666666666666667;0,0593512142704935;0,133614402537715;0,5;1;1;0,8;1;0,5;0,666666666666667;0,333333333333333;0,166666666666667;0,166666666666667;0,75
"gpls";0,875;0,727272727272727;0,676388641811167;0,973440685013751;0,666666666666667;0,0199000693412889;1;0,875;0,875;0,777777777777778;0,933333333333333;0,777777777777778;0,875;0,823529411764706;0,333333333333333;0,291666666666667;0,375;0,875
"pls";0,875;0,727272727272727;0,676388641811167;0,973440685013751;0,666666666666667;0,0199000693412889;1;0,875;0,875;0,777777777777778;0,933333333333333;0,777777777777778;0,875;0,823529411764706;0,333333333333333;0,291666666666667;0,375;0,875
"spls";0,833333333333333;0,625;0,626158286511317;0,952646373392743;0,666666666666667;0,0593512142704935;1;0,75;0,875;0,75;0,875;0,75;0,75;0,75;0,333333333333333;0,25;0,333333333333333;0,8125
