"";"Accuracy";"Kappa";"AccuracyLower";"AccuracyUpper";"AccuracyNull";"AccuracyPValue";"McnemarPValue";"Sensitivity";"Specificity";"Pos Pred Value";"Neg Pred Value";"Precision";"Recall";"F1";"Prevalence";"Detection Rate";"Detection Prevalence";"Balanced Accuracy"
"svmRadial";0,75;0,441860465116279;0,532887197577331;0,902269590525467;0,625;0,145325793892128;0,683091398309609;0,555555555555556;0,866666666666667;0,714285714285714;0,764705882352941;0,714285714285714;0,555555555555556;0,625;0,375;0,208333333333333;0,291666666666667;0,711111111111111
"svmPoly";0,791666666666667;0,523809523809524;0,578487156362747;0,928681382801945;0,625;0,0660646981312692;0,371093369522698;0,555555555555556;0,933333333333333;0,833333333333333;0,777777777777778;0,833333333333333;0,555555555555556;0,666666666666667;0,375;0,208333333333333;0,25;0,744444444444444
"svmLinear";0,583333333333333;0,148936170212766;0,366430645656363;0,778903094653321;0,625;0,739525847386663;0,751829634045849;0,555555555555556;0,6;0,454545454545455;0,692307692307692;0,454545454545455;0,555555555555556;0,5;0,375;0,208333333333333;0,458333333333333;0,577777777777778
"voomDLDA";0,75;0,48936170212766;0,532887197577331;0,902269590525467;0,625;0,145325793892128;0,683091398309609;0,777777777777778;0,733333333333333;0,636363636363636;0,846153846153846;0,636363636363636;0,777777777777778;0,7;0,375;0,291666666666667;0,458333333333333;0,755555555555556
"voomDQDA";0,75;0,48936170212766;0,532887197577331;0,902269590525467;0,625;0,145325793892128;0,683091398309609;0,777777777777778;0,733333333333333;0,636363636363636;0,846153846153846;0,636363636363636;0,777777777777778;0,7;0,375;0,291666666666667;0,458333333333333;0,755555555555556
"voomNSC";0,791666666666667;0,6;0,578487156362747;0,928681382801945;0,625;0,0660646981312692;0,0736382701203028;1;0,666666666666667;0,642857142857143;1;0,642857142857143;1;0,782608695652174;0,375;0,375;0,583333333333333;0,833333333333333
"PLDA";0,75;0,48936170212766;0,532887197577331;0,902269590525467;0,625;0,145325793892128;0,683091398309609;0,777777777777778;0,733333333333333;0,636363636363636;0,846153846153846;0,636363636363636;0,777777777777778;0,7;0,375;0,291666666666667;0,458333333333333;0,755555555555556
"PLDA2";0,791666666666667;0,565217391304348;0,578487156362747;0,928681382801945;0,625;0,0660646981312692;1;0,777777777777778;0,8;0,7;0,857142857142857;0,7;0,777777777777778;0,736842105263158;0,375;0,291666666666667;0,416666666666667;0,788888888888889
"NBLDA";0,875;0,727272727272727;0,676388641811167;0,973440685013751;0,625;0,0069665126955409;1;0,777777777777778;0,933333333333333;0,875;0,875;0,875;0,777777777777778;0,823529411764706;0,375;0,291666666666667;0,333333333333333;0,855555555555556
"sparseLDA";0,625;0;0,405936384007944;0,812007071803998;0,625;0,589844664946385;0,00766076113517949;0;1;NA;0,625;NA;0;NA;0,375;0;0;0,5
"rpart";0,791666666666667;0,5;0,578487156362747;0,928681382801945;0,625;0,0660646981312692;0,0736382701203028;0,444444444444444;1;1;0,75;1;0,444444444444444;0,615384615384615;0,375;0,166666666666667;0,166666666666667;0,722222222222222
"cforest";0,791666666666667;0,523809523809524;0,578487156362747;0,928681382801945;0,625;0,0660646981312692;0,371093369522698;0,555555555555556;0,933333333333333;0,833333333333333;0,777777777777778;0,833333333333333;0,555555555555556;0,666666666666667;0,375;0,208333333333333;0,25;0,744444444444444
"ctree";0,75;0,384615384615385;0,532887197577331;0,902269590525467;0,625;0,145325793892128;0,0412268333371636;0,333333333333333;1;1;0,714285714285714;1;0,333333333333333;0,5;0,375;0,125;0,125;0,666666666666667
"rf";0,833333333333333;0,627906976744186;0,626158286511317;0,952646373392743;0,625;0,0243483319413433;0,617075077451974;0,666666666666667;0,933333333333333;0,857142857142857;0,823529411764706;0,857142857142857;0,666666666666667;0,75;0,375;0,25;0,291666666666667;0,8
"AdaBag";0,75;0,414634146341463;0,532887197577331;0,902269590525467;0,625;0,145325793892128;0,220671361919847;0,444444444444444;0,933333333333333;0,8;0,736842105263158;0,8;0,444444444444444;0,571428571428571;0,375;0,166666666666667;0,208333333333333;0,688888888888889
"treebag";0,75;0,414634146341463;0,532887197577331;0,902269590525467;0,625;0,145325793892128;0,220671361919847;0,444444444444444;0,933333333333333;0,8;0,736842105263158;0,8;0,444444444444444;0,571428571428571;0,375;0,166666666666667;0,208333333333333;0,688888888888889
"bagFDA";0,75;0,441860465116279;0,532887197577331;0,902269590525467;0,625;0,145325793892128;0,683091398309609;0,555555555555556;0,866666666666667;0,714285714285714;0,764705882352941;0,714285714285714;0,555555555555556;0,625;0,375;0,208333333333333;0,291666666666667;0,711111111111111
"gamboost";0,791666666666667;0,545454545454545;0,578487156362747;0,928681382801945;0,625;0,0660646981312692;1;0,666666666666667;0,866666666666667;0,75;0,8125;0,75;0,666666666666667;0,705882352941177;0,375;0,25;0,333333333333333;0,766666666666667
"bstSm";0,75;0,441860465116279;0,532887197577331;0,902269590525467;0,625;0,145325793892128;0,683091398309609;0,555555555555556;0,866666666666667;0,714285714285714;0,764705882352941;0,714285714285714;0,555555555555556;0,625;0,375;0,208333333333333;0,291666666666667;0,711111111111111
"bstTree";0,791666666666667;0,5;0,578487156362747;0,928681382801945;0,625;0,0660646981312692;0,0736382701203028;0,444444444444444;1;1;0,75;1;0,444444444444444;0,615384615384615;0,375;0,166666666666667;0,166666666666667;0,722222222222222
"gpls";0,833333333333333;0,659574468085106;0,626158286511317;0,952646373392743;0,625;0,0243483319413433;0,617075077451974;0,888888888888889;0,8;0,727272727272727;0,923076923076923;0,727272727272727;0,888888888888889;0,8;0,375;0,333333333333333;0,458333333333333;0,844444444444444
"pls";0,833333333333333;0,659574468085106;0,626158286511317;0,952646373392743;0,625;0,0243483319413433;0,617075077451974;0,888888888888889;0,8;0,727272727272727;0,923076923076923;0,727272727272727;0,888888888888889;0,8;0,375;0,333333333333333;0,458333333333333;0,844444444444444
"spls";0,875;0,727272727272727;0,676388641811167;0,973440685013751;0,625;0,0069665126955409;1;0,777777777777778;0,933333333333333;0,875;0,875;0,875;0,777777777777778;0,823529411764706;0,375;0,291666666666667;0,333333333333333;0,855555555555556
